RUN	com.myGatlingTest.MyComputerJourney	mycomputerjourney	1614037657540	l	3.3.1
USER	MyComputerJourney	295	END	1614037689554	1614037705945
REQUEST	402		CreateNewComputer	1614037705784	1614037705947	OK	 
REQUEST	398		CreateNewComputer Redirect 1	1614037705788	1614037705959	OK	 
REQUEST	399		CreateNewComputer Redirect 1	1614037705794	1614037705968	OK	 
REQUEST	296		FilterComputer	1614037705836	1614037706006	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706007
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706007
REQUEST	403		CreateNewComputer	1614037705836	1614037706007	OK	 
USER	MyComputerJourney	296	END	1614037689619	1614037706008
REQUEST	400		CreateNewComputer Redirect 1	1614037705850	1614037706015	OK	 
REQUEST	404		CreateNewComputer	1614037705857	1614037706022	OK	 
REQUEST	297		FilterComputer	1614037705910	1614037706076	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706076
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706076
USER	MyComputerJourney	297	END	1614037689654	1614037706076
REQUEST	401		CreateNewComputer Redirect 1	1614037705914	1614037706083	OK	 
REQUEST	298		FilterComputer	1614037705924	1614037706087	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706088
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706088
USER	MyComputerJourney	298	END	1614037689720	1614037706088
REQUEST	405		CreateNewComputer	1614037705934	1614037706102	OK	 
REQUEST	402		CreateNewComputer Redirect 1	1614037705948	1614037706112	OK	 
REQUEST	299		FilterComputer	1614037705965	1614037706132	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706133
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706133
USER	MyComputerJourney	299	END	1614037689754	1614037706133
REQUEST	406		CreateNewComputer	1614037705965	1614037706133	OK	 
REQUEST	403		CreateNewComputer Redirect 1	1614037706007	1614037706176	OK	 
REQUEST	300		FilterComputer	1614037706017	1614037706181	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706181
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706181
USER	MyComputerJourney	300	END	1614037689821	1614037706182
REQUEST	404		CreateNewComputer Redirect 1	1614037706023	1614037706190	OK	 
REQUEST	301		FilterComputer	1614037706058	1614037706224	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706224
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706224
USER	MyComputerJourney	301	END	1614037689854	1614037706225
REQUEST	405		CreateNewComputer Redirect 1	1614037706102	1614037706275	OK	 
REQUEST	406		CreateNewComputer Redirect 1	1614037706134	1614037706305	OK	 
REQUEST	303		FilterComputer	1614037706189	1614037706356	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706356
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706356
USER	MyComputerJourney	303	END	1614037689954	1614037706357
REQUEST	302		FilterComputer	1614037706178	1614037706363	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706364
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706364
USER	MyComputerJourney	302	END	1614037689920	1614037706364
REQUEST	304		FilterComputer	1614037706204	1614037706371	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706371
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706371
USER	MyComputerJourney	304	END	1614037690004	1614037706371
REQUEST	305		FilterComputer	1614037706278	1614037706446	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706446
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706446
USER	MyComputerJourney	305	END	1614037690054	1614037706447
REQUEST	306		FilterComputer	1614037706335	1614037706504	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706504
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706505
USER	MyComputerJourney	306	END	1614037690120	1614037706505
REQUEST	307		FilterComputer	1614037706408	1614037706579	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706579
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706579
USER	MyComputerJourney	307	END	1614037690154	1614037706580
REQUEST	308		FilterComputer	1614037706418	1614037706589	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706590
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706590
USER	MyComputerJourney	308	END	1614037690221	1614037706590
REQUEST	309		FilterComputer	1614037706486	1614037706653	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706654
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706654
USER	MyComputerJourney	309	END	1614037690254	1614037706654
REQUEST	310		FilterComputer	1614037706585	1614037706763	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706763
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706763
USER	MyComputerJourney	310	END	1614037690321	1614037706764
REQUEST	311		FilterComputer	1614037706596	1614037706769	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706770
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706770
USER	MyComputerJourney	311	END	1614037690354	1614037706771
REQUEST	312		FilterComputer	1614037706606	1614037706774	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706774
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706775
USER	MyComputerJourney	312	END	1614037690404	1614037706775
REQUEST	313		FilterComputer	1614037706654	1614037706834	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706835
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706835
USER	MyComputerJourney	313	END	1614037690454	1614037706835
REQUEST	314		FilterComputer	1614037706747	1614037706916	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706916
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706916
USER	MyComputerJourney	314	END	1614037690504	1614037706917
REQUEST	315		FilterComputer	1614037706757	1614037706922	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706923
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706923
USER	MyComputerJourney	315	END	1614037690554	1614037706923
REQUEST	316		FilterComputer	1614037706804	1614037706975	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706975
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037706976
USER	MyComputerJourney	316	END	1614037690607	1614037706977
REQUEST	317		FilterComputer	1614037706886	1614037707066	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707066
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707066
USER	MyComputerJourney	317	END	1614037690668	1614037707067
REQUEST	318		FilterComputer	1614037706945	1614037707118	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707118
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707119
USER	MyComputerJourney	318	END	1614037690704	1614037707120
REQUEST	319		FilterComputer	1614037706965	1614037707135	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707136
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707136
USER	MyComputerJourney	319	END	1614037690764	1614037707137
REQUEST	321		FilterComputer	1614037707069	1614037707240	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707241
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707241
REQUEST	320		FilterComputer	1614037707069	1614037707241	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707241
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707242
USER	MyComputerJourney	320	END	1614037690822	1614037707242
USER	MyComputerJourney	321	END	1614037690854	1614037707252
REQUEST	322		FilterComputer	1614037707104	1614037707272	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707272
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707272
USER	MyComputerJourney	322	END	1614037690904	1614037707273
REQUEST	323		FilterComputer	1614037707167	1614037707340	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707340
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707340
USER	MyComputerJourney	323	END	1614037690954	1614037707341
REQUEST	324		FilterComputer	1614037707226	1614037707411	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707411
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707412
USER	MyComputerJourney	324	END	1614037691022	1614037707412
REQUEST	325		FilterComputer	1614037707314	1614037707506	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707506
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707506
USER	MyComputerJourney	325	END	1614037691054	1614037707507
REQUEST	326		FilterComputer	1614037707354	1614037707519	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707520
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707520
USER	MyComputerJourney	326	END	1614037691123	1614037707520
REQUEST	327		FilterComputer	1614037707406	1614037707574	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707575
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707575
USER	MyComputerJourney	327	END	1614037691154	1614037707575
REQUEST	328		FilterComputer	1614037707458	1614037707625	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707625
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707626
USER	MyComputerJourney	328	END	1614037691224	1614037707626
REQUEST	329		FilterComputer	1614037707458	1614037707628	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707628
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707628
USER	MyComputerJourney	329	END	1614037691274	1614037707629
REQUEST	331		FilterComputer	1614037707556	1614037707725	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707726
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707726
REQUEST	330		FilterComputer	1614037707556	1614037707727	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
USER	MyComputerJourney	331	END	1614037691374	1614037707727
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707728
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707728
USER	MyComputerJourney	330	END	1614037691324	1614037707729
REQUEST	332		FilterComputer	1614037707619	1614037707789	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707789
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707789
USER	MyComputerJourney	332	END	1614037691425	1614037707791
REQUEST	333		FilterComputer	1614037707707	1614037707875	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707875
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707875
USER	MyComputerJourney	333	END	1614037691474	1614037707875
REQUEST	334		FilterComputer	1614037707728	1614037707898	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707898
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707898
USER	MyComputerJourney	334	END	1614037691524	1614037707899
REQUEST	335		FilterComputer	1614037707785	1614037707952	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707952
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037707952
USER	MyComputerJourney	335	END	1614037691575	1614037707953
REQUEST	336		FilterComputer	1614037707838	1614037708002	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708002
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708002
USER	MyComputerJourney	336	END	1614037691629	1614037708003
REQUEST	337		FilterComputer	1614037707864	1614037708030	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708031
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708031
USER	MyComputerJourney	337	END	1614037691675	1614037708031
REQUEST	338		FilterComputer	1614037707957	1614037708121	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708122
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708122
USER	MyComputerJourney	338	END	1614037691724	1614037708123
REQUEST	340		FilterComputer	1614037708014	1614037708180	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708181
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708181
REQUEST	339		FilterComputer	1614037708014	1614037708181	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708181
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708182
USER	MyComputerJourney	340	END	1614037691824	1614037708182
USER	MyComputerJourney	339	END	1614037691774	1614037708183
REQUEST	341		FilterComputer	1614037708066	1614037708234	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708234
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708235
USER	MyComputerJourney	341	END	1614037691874	1614037708235
REQUEST	342		FilterComputer	1614037708129	1614037708299	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708300
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708300
USER	MyComputerJourney	342	END	1614037691924	1614037708301
REQUEST	343		FilterComputer	1614037708198	1614037708369	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708369
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708370
USER	MyComputerJourney	343	END	1614037691974	1614037708370
REQUEST	345		FilterComputer	1614037708275	1614037708440	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708440
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708440
USER	MyComputerJourney	345	END	1614037692074	1614037708441
REQUEST	344		FilterComputer	1614037708265	1614037708444	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708444
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708445
USER	MyComputerJourney	344	END	1614037692025	1614037708445
REQUEST	346		FilterComputer	1614037708348	1614037708519	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708519
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708519
USER	MyComputerJourney	346	END	1614037692125	1614037708519
REQUEST	347		FilterComputer	1614037708364	1614037708533	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708533
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708533
USER	MyComputerJourney	347	END	1614037692174	1614037708534
REQUEST	348		FilterComputer	1614037708396	1614037708560	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708560
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708560
USER	MyComputerJourney	348	END	1614037692225	1614037708561
REQUEST	349		FilterComputer	1614037708464	1614037708628	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708629
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708629
USER	MyComputerJourney	349	END	1614037692288	1614037708629
REQUEST	350		FilterComputer	1614037708538	1614037708704	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708705
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708705
USER	MyComputerJourney	350	END	1614037692325	1614037708705
REQUEST	351		FilterComputer	1614037708607	1614037708771	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708771
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708771
USER	MyComputerJourney	351	END	1614037692374	1614037708772
REQUEST	352		FilterComputer	1614037708628	1614037708798	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708798
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708798
USER	MyComputerJourney	352	END	1614037692425	1614037708799
REQUEST	353		FilterComputer	1614037708675	1614037708845	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708845
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708845
USER	MyComputerJourney	353	END	1614037692474	1614037708846
REQUEST	354		FilterComputer	1614037708738	1614037708906	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708906
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708906
USER	MyComputerJourney	354	END	1614037692525	1614037708907
REQUEST	356		FilterComputer	1614037708826	1614037708997	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708997
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708997
USER	MyComputerJourney	356	END	1614037692625	1614037708998
REQUEST	355		FilterComputer	1614037708826	1614037708999	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708999
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037708999
USER	MyComputerJourney	355	END	1614037692578	1614037709000
REQUEST	357		FilterComputer	1614037708884	1614037709055	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709055
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709055
USER	MyComputerJourney	357	END	1614037692678	1614037709056
REQUEST	358		FilterComputer	1614037708936	1614037709100	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709101
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709101
USER	MyComputerJourney	358	END	1614037692724	1614037709101
REQUEST	359		FilterComputer	1614037709004	1614037709171	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709171
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709172
USER	MyComputerJourney	359	END	1614037692778	1614037709172
REQUEST	360		FilterComputer	1614037709068	1614037709231	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709231
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709232
USER	MyComputerJourney	360	END	1614037692825	1614037709233
REQUEST	361		FilterComputer	1614037709078	1614037709247	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709248
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709248
USER	MyComputerJourney	361	END	1614037692874	1614037709249
REQUEST	362		FilterComputer	1614037709187	1614037709357	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709357
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709357
USER	MyComputerJourney	362	END	1614037692925	1614037709358
REQUEST	364		FilterComputer	1614037709197	1614037709362	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709362
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709362
REQUEST	363		FilterComputer	1614037709197	1614037709363	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709363
USER	MyComputerJourney	364	END	1614037693026	1614037709363
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709363
USER	MyComputerJourney	363	END	1614037692974	1614037709364
REQUEST	365		FilterComputer	1614037709274	1614037709441	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709441
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709441
USER	MyComputerJourney	365	END	1614037693074	1614037709442
REQUEST	366		FilterComputer	1614037709347	1614037709517	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709517
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709517
USER	MyComputerJourney	366	END	1614037693126	1614037709518
REQUEST	368		FilterComputer	1614037709414	1614037709592	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709593
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709593
USER	MyComputerJourney	368	END	1614037693204	1614037709593
REQUEST	367		FilterComputer	1614037709435	1614037709598	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709598
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709598
USER	MyComputerJourney	367	END	1614037693174	1614037709599
REQUEST	369		FilterComputer	1614037709514	1614037709685	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709686
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709686
USER	MyComputerJourney	369	END	1614037693294	1614037709686
REQUEST	370		FilterComputer	1614037709545	1614037709718	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709718
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709719
USER	MyComputerJourney	370	END	1614037693341	1614037709719
REQUEST	371		FilterComputer	1614037709619	1614037709789	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037709790
