RUN	com.myGatlingTest.MyComputerJourney	mycomputerjourney	1614037657540	l	3.3.1
USER	MyComputerJourney	20	END	1614037675837	1614037692438
REQUEST	132		CreateNewComputer	1614037692288	1614037692457	OK	 
REQUEST	235		LoadNewComputerPage	1614037692288	1614037692461	OK	 
USER	MyComputerJourney	353	START	1614037692474	1614037692474
REQUEST	340		LoadHomePage	1614037691825	1614037692499	OK	 
REQUEST	339		LoadHomePage	1614037691774	1614037692499	OK	 
REQUEST	129		CreateNewComputer Redirect 1	1614037692322	1614037692500	OK	 
REQUEST	236		LoadNewComputerPage	1614037692341	1614037692506	OK	 
REQUEST	133		CreateNewComputer	1614037692341	1614037692514	OK	 
USER	MyComputerJourney	354	START	1614037692525	1614037692525
REQUEST	130		CreateNewComputer Redirect 1	1614037692364	1614037692530	OK	 
REQUEST	341		LoadHomePage	1614037691874	1614037692536	OK	 
REQUEST	237		LoadNewComputerPage	1614037692372	1614037692545	OK	 
REQUEST	27		FilterComputer	1614037692387	1614037692550	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692551
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692551
USER	MyComputerJourney	27	END	1614037676175	1614037692552
REQUEST	134		CreateNewComputer	1614037692388	1614037692552	OK	 
USER	MyComputerJourney	355	START	1614037692578	1614037692578
REQUEST	238		LoadNewComputerPage	1614037692425	1614037692593	OK	 
REQUEST	23		FilterComputer	1614037692425	1614037692594	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692595
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692595
USER	MyComputerJourney	23	END	1614037676169	1614037692596
REQUEST	24		FilterComputer	1614037692425	1614037692598	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692598
REQUEST	342		LoadHomePage	1614037691924	1614037692598	OK	 
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692598
USER	MyComputerJourney	24	END	1614037676169	1614037692599
REQUEST	131		CreateNewComputer Redirect 1	1614037692430	1614037692607	OK	 
REQUEST	28		FilterComputer	1614037692441	1614037692615	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692615
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692616
USER	MyComputerJourney	28	END	1614037676209	1614037692616
REQUEST	25		FilterComputer	1614037692444	1614037692618	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692618
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692619
USER	MyComputerJourney	25	END	1614037676170	1614037692619
USER	MyComputerJourney	356	START	1614037692625	1614037692625
REQUEST	239		LoadNewComputerPage	1614037692458	1614037692631	OK	 
REQUEST	132		CreateNewComputer Redirect 1	1614037692458	1614037692632	OK	 
REQUEST	29		FilterComputer	1614037692473	1614037692633	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692634
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692634
USER	MyComputerJourney	29	END	1614037676271	1614037692635
REQUEST	26		FilterComputer	1614037692474	1614037692643	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692643
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692644
REQUEST	135		CreateNewComputer	1614037692474	1614037692644	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 429
USER	MyComputerJourney	26	END	1614037676170	1614037692645
REQUEST	31		FilterComputer	1614037692474	1614037692646	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692646
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692646
USER	MyComputerJourney	31	END	1614037676397	1614037692647
REQUEST	136		CreateNewComputer	1614037692494	1614037692665	OK	 
REQUEST	343		LoadHomePage	1614037691974	1614037692670	OK	 
USER	MyComputerJourney	357	START	1614037692678	1614037692678
REQUEST	133		CreateNewComputer Redirect 1	1614037692515	1614037692682	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 429
REQUEST	240		LoadNewComputerPage	1614037692525	1614037692688	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 429
REQUEST	30		FilterComputer	1614037692525	1614037692690	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692690
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692690
USER	MyComputerJourney	30	END	1614037676324	1614037692691
REQUEST	344		LoadHomePage	1614037692026	1614037692718	OK	 
REQUEST	134		CreateNewComputer Redirect 1	1614037692552	1614037692718	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 429
USER	MyComputerJourney	358	START	1614037692724	1614037692724
REQUEST	137		CreateNewComputer	1614037692557	1614037692725	OK	 
REQUEST	241		LoadNewComputerPage	1614037692567	1614037692732	OK	 
REQUEST	345		LoadHomePage	1614037692075	1614037692749	OK	 
REQUEST	138		CreateNewComputer	1614037692589	1614037692763	OK	 
USER	MyComputerJourney	359	START	1614037692778	1614037692778
REQUEST	242		LoadNewComputerPage	1614037692614	1614037692784	OK	 
REQUEST	139		CreateNewComputer	1614037692625	1614037692801	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 429
REQUEST	32		FilterComputer	1614037692636	1614037692812	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692813
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692813
USER	MyComputerJourney	32	END	1614037676416	1614037692813
USER	MyComputerJourney	360	START	1614037692825	1614037692825
REQUEST	346		LoadHomePage	1614037692126	1614037692834	OK	 
REQUEST	136		CreateNewComputer Redirect 1	1614037692666	1614037692841	OK	 
REQUEST	347		LoadHomePage	1614037692175	1614037692845	OK	 
REQUEST	243		LoadNewComputerPage	1614037692688	1614037692864	OK	 
USER	MyComputerJourney	361	START	1614037692874	1614037692874
REQUEST	33		FilterComputer	1614037692714	1614037692883	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692883
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692883
REQUEST	244		LoadNewComputerPage	1614037692714	1614037692884	OK	 
USER	MyComputerJourney	33	END	1614037676464	1614037692884
REQUEST	140		CreateNewComputer	1614037692724	1614037692887	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 429
REQUEST	348		LoadHomePage	1614037692226	1614037692889	OK	 
REQUEST	137		CreateNewComputer Redirect 1	1614037692725	1614037692889	OK	 
REQUEST	34		FilterComputer	1614037692734	1614037692905	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692906
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692906
USER	MyComputerJourney	34	END	1614037676524	1614037692906
REQUEST	141		CreateNewComputer	1614037692734	1614037692906	OK	 
USER	MyComputerJourney	362	START	1614037692925	1614037692925
REQUEST	138		CreateNewComputer Redirect 1	1614037692763	1614037692936	OK	 
REQUEST	245		LoadNewComputerPage	1614037692768	1614037692942	OK	 
REQUEST	349		LoadHomePage	1614037692289	1614037692953	OK	 
REQUEST	142		CreateNewComputer	1614037692799	1614037692969	OK	 
USER	MyComputerJourney	363	START	1614037692974	1614037692974
REQUEST	35		FilterComputer	1614037692804	1614037692979	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692980
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692980
USER	MyComputerJourney	35	END	1614037676567	1614037692980
REQUEST	36		FilterComputer	1614037692825	1614037692993	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692993
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037692994
USER	MyComputerJourney	36	END	1614037676617	1614037692994
REQUEST	246		LoadNewComputerPage	1614037692825	1614037692997	OK	 
REQUEST	350		LoadHomePage	1614037692326	1614037693010	OK	 
USER	MyComputerJourney	364	START	1614037693026	1614037693026
REQUEST	247		LoadNewComputerPage	1614037692874	1614037693042	OK	 
REQUEST	248		LoadNewComputerPage	1614037692874	1614037693043	OK	 
REQUEST	143		CreateNewComputer	1614037692874	1614037693043	OK	 
REQUEST	351		LoadHomePage	1614037692374	1614037693056	OK	 
REQUEST	144		CreateNewComputer	1614037692895	1614037693059	OK	 
USER	MyComputerJourney	365	START	1614037693074	1614037693074
REQUEST	141		CreateNewComputer Redirect 1	1614037692907	1614037693078	OK	 
REQUEST	352		LoadHomePage	1614037692426	1614037693106	OK	 
REQUEST	37		FilterComputer	1614037692925	1614037693109	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037693110
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037693110
USER	MyComputerJourney	37	END	1614037676669	1614037693110
REQUEST	249		LoadNewComputerPage	1614037692957	1614037693125	OK	 
USER	MyComputerJourney	366	START	1614037693126	1614037693126
REQUEST	145		CreateNewComputer	1614037692974	1614037693142	OK	 
REQUEST	142		CreateNewComputer Redirect 1	1614037692969	1614037693145	OK	 
REQUEST	353		LoadHomePage	1614037692474	1614037693146	OK	 
REQUEST	38		FilterComputer	1614037692972	1614037693147	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037693147
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037693147
USER	MyComputerJourney	38	END	1614037676714	1614037693148
USER	MyComputerJourney	367	START	1614037693174	1614037693174
REQUEST	146		CreateNewComputer	1614037693004	1614037693183	OK	 
REQUEST	250		LoadNewComputerPage	1614037693004	1614037693186	OK	 
REQUEST	39		FilterComputer	1614037693004	1614037693188	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037693188
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037693188
USER	MyComputerJourney	39	END	1614037676772	1614037693189
USER	MyComputerJourney	368	START	1614037693204	1614037693204
REQUEST	354		LoadHomePage	1614037692526	1614037693207	OK	 
REQUEST	251		LoadNewComputerPage	1614037693041	1614037693207	OK	 
REQUEST	40		FilterComputer	1614037693044	1614037693221	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037693221
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037693221
USER	MyComputerJourney	40	END	1614037676814	1614037693222
REQUEST	143		CreateNewComputer Redirect 1	1614037693044	1614037693223	OK	 
REQUEST	144		CreateNewComputer Redirect 1	1614037693059	1614037693226	OK	 
REQUEST	147		CreateNewComputer	1614037693103	1614037693272	OK	 
REQUEST	252		LoadNewComputerPage	1614037693104	1614037693273	OK	 
REQUEST	355		LoadHomePage	1614037692579	1614037693283	OK	 
REQUEST	148		CreateNewComputer	1614037693126	1614037693292	OK	 
REQUEST	356		LoadHomePage	1614037692626	1614037693293	OK	 
USER	MyComputerJourney	369	START	1614037693294	1614037693294
REQUEST	41		FilterComputer	1614037693125	1614037693298	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037693298
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037693298
USER	MyComputerJourney	41	END	1614037676873	1614037693299
REQUEST	149		CreateNewComputer	1614037693144	1614037693316	OK	 
REQUEST	145		CreateNewComputer Redirect 1	1614037693143	1614037693317	OK	 
REQUEST	42		FilterComputer	1614037693144	1614037693316	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037693318
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037693318
USER	MyComputerJourney	42	END	1614037676923	1614037693320
REQUEST	253		LoadNewComputerPage	1614037693157	1614037693333	OK	 
USER	MyComputerJourney	370	START	1614037693341	1614037693341
REQUEST	357		LoadHomePage	1614037692679	1614037693352	OK	 
REQUEST	146		CreateNewComputer Redirect 1	1614037693183	1614037693355	OK	 
REQUEST	43		FilterComputer	1614037693204	1614037693381	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037693381
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037693382
USER	MyComputerJourney	43	END	1614037676967	1614037693382
USER	MyComputerJourney	371	START	1614037693388	1614037693388
REQUEST	358		LoadHomePage	1614037692724	1614037693390	OK	 
REQUEST	150		CreateNewComputer	1614037693226	1614037693396	OK	 
REQUEST	151		CreateNewComputer	1614037693243	1614037693413	OK	 
REQUEST	44		FilterComputer	1614037693243	1614037693416	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037693416
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037693417
USER	MyComputerJourney	44	END	1614037677014	1614037693417
REQUEST	255		LoadNewComputerPage	1614037693259	1614037693423	OK	 
REQUEST	147		CreateNewComputer Redirect 1	1614037693273	1614037693438	OK	 
REQUEST	254		LoadNewComputerPage	1614037693259	1614037693442	OK	 
USER	MyComputerJourney	372	START	1614037693441	1614037693441
REQUEST	148		CreateNewComputer Redirect 1	1614037693293	1614037693462	OK	 
REQUEST	359		LoadHomePage	1614037692779	1614037693464	OK	 
REQUEST	46		FilterComputer	1614037693314	1614037693480	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037693480
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037693480
USER	MyComputerJourney	46	END	1614037677114	1614037693481
REQUEST	149		CreateNewComputer Redirect 1	1614037693317	1614037693482	OK	 
REQUEST	152		CreateNewComputer	1614037693314	1614037693484	OK	 
REQUEST	45		FilterComputer	1614037693314	1614037693485	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037693485
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037693485
USER	MyComputerJourney	45	END	1614037677072	1614037693485
USER	MyComputerJourney	373	START	1614037693491	1614037693491
REQUEST	256		LoadNewComputerPage	1614037693326	1614037693492	OK	 
REQUEST	153		CreateNewComputer	1614037693344	1614037693512	OK	 
USER	MyComputerJourney	374	START	1614037693542	1614037693542
